,CURRENT|6
0,-0.010742
1,-0.010742
2,-0.010742
3,-0.010742
4,-0.010742
5,-0.010742
6,-0.010742
7,-0.010742
8,-0.010742
9,-0.010742
10,-0.010742
11,-0.010742
12,-0.010742
13,-0.010742
14,-0.010742
15,-0.010742
16,-0.010742
17,-0.010742
18,-0.010742
19,-0.010742
20,-0.010742
21,-0.010742
22,-0.010742
23,-0.010742
24,-0.010742
25,-0.010742
26,-0.010742
27,-0.010742
28,-0.010742
29,-0.010742
30,-0.010742
31,-0.010742
32,-0.010742
33,-0.010742
34,-0.010742
35,-0.010742
36,-0.010742
37,-0.010742
38,-0.010742
39,-0.010742
40,-0.010742
41,-0.010742
42,-0.010742
43,-0.010742
44,-0.010742
45,-0.010742
46,-0.010742
47,-0.010742
48,-0.010742
49,-0.010742
50,-0.010742
51,-0.010742
52,-0.010742
53,-0.010742
54,-0.010742
55,-0.010742
56,-0.010742
57,-0.010742
58,-0.010742
59,-0.010742
60,-0.010742
61,-0.010742
62,-0.010742
63,-0.010742
64,-0.010742
65,-0.010742
66,-0.010742
67,-0.010742
68,-0.010742
69,-0.010742
70,-0.010742
71,-0.010742
72,-0.010742
73,-0.010742
74,-0.010742
75,-0.010742
76,-0.010742
77,-0.010742
78,-0.010742
79,-0.010742
80,-0.010742
81,-0.010742
82,-0.010742
83,-0.010742
84,-0.010742
85,-0.010742
86,-0.010742
87,-0.010742
88,-0.010742
89,-0.010742
90,-0.010742
91,-0.010742
92,-0.010742
93,-0.010742
94,-0.010742
95,-0.010742
96,-0.010742
97,-0.010742
98,-0.010742
99,-0.010742
100,-0.010742
101,-0.010742
102,-0.010742
103,-0.010742
104,-0.010742
105,-0.010742
106,-0.010742
107,-0.010742
108,-0.010742
109,-0.010742
110,-0.010742
111,-0.010742
112,-0.010742
113,-0.010742
114,-0.010742
115,-0.010742
116,-0.010742
117,-0.010742
118,-0.010742
119,-0.010742
120,-0.010742
121,-0.010742
122,-0.010742
123,-0.010742
124,-0.010742
125,-0.010742
126,-0.010742
127,-0.010742
128,-0.010742
129,-0.010742
130,-0.010742
131,-0.010742
132,-0.010742
133,-0.010742
134,-0.010742
135,-0.010742
136,-0.010742
137,-0.010742
138,-0.010742
139,-0.010742
140,-0.010742
141,-0.010742
142,-0.010742
143,-0.010742
144,-0.010742
145,-0.010742
146,-0.010742
147,-0.010742
148,-0.010742
149,-0.010742
150,-0.010742
151,-0.010742
152,-0.010742
153,-0.010742
154,-0.010742
155,-0.010742
156,-0.010742
157,-0.010742
158,-0.010742
159,-0.010742
160,-0.010742
161,-0.010742
162,-0.010742
163,-0.010742
164,-0.010742
165,-0.010742
166,-0.010742
167,-0.010742
168,-0.010742
169,-0.010742
170,-0.010742
171,-0.010742
172,-0.010742
173,-0.010742
174,-0.010742
175,-0.010742
176,-0.010742
177,-0.010742
178,-0.010742
179,-0.010742
180,-0.010742
181,-0.010742
182,-0.010742
183,-0.010742
184,-0.010742
185,-0.010742
186,-0.010742
187,-0.010742
188,-0.010742
189,-0.010742
190,-0.010742
191,-0.010742
192,-0.010742
193,-0.010742
194,-0.010742
195,-0.010742
196,-0.010742
197,-0.010742
198,-0.010742
199,-0.010742
200,-0.010742
201,-0.010742
202,-0.010742
203,-0.010742
204,-0.010742
205,-0.010742
206,-0.010742
207,-0.010742
208,-0.010742
209,-0.010742
210,-0.010742
211,-0.010742
212,-0.010742
213,-0.010742
214,-0.010742
215,-0.010742
216,-0.010742
217,-0.010742
218,-0.010742
219,-0.010742
